delivery_id,order_id,delivery_distance_km,preparation_time_min,delivery_time_min,tip_amount,delivery_status
DLY029440,O032810,5.97,42,81.3,63.37,Delivered
DLY029441,O016882,0.5,34,43.6,26.53,Delivered
DLY029442,O023460,3.5,6,67.5,23.76,Delivered
DLY029443,O009348,5.98,19,66.5,68.13,Delivered
DLY029444,O043010,5.82,40,75.6,177.72,Delivered
DLY029445,O010668,2.82,18,40.3,33.31,Delivered
DLY029446,O024635,5.85,14,45.1,55.76,Delivered
DLY029447,O039518,1.79,27,32.3,76.8,Delivered
DLY029448,O006028,2.56,26,46.0,36.26,Delivered
DLY029449,O003700,2.31,13,45.6,162.32,Delivered
DLY029450,O035567,4.41,33,61.5,59.11,Delivered
DLY029451,O008653,1.68,20,31.8,34.69,Delivered
DLY029452,O019998,8.03,13,64.1,14.87,Delivered
DLY029453,O001330,1.86,34,50.6,132.56,Delivered
DLY029454,O034861,8.86,23,73.5,44.62,Delivered
DLY029455,O014035,0.5,34,35.5,92.91,Delivered
DLY029456,O045060,1.12,24,37.6,140.03,Delivered
DLY029457,O018544,4.17,12,51.1,52.89,Delivered
DLY029458,O021554,4.13,22,61.1,9.07,Delivered
DLY029459,O042003,3.77,30,76.2,29.12,Delivered
DLY029460,O039293,3.14,17,39.5,31.74,Delivered
DLY029461,O005126,4.73,10,46.6,24.9,Delivered
DLY029462,O001572,3.88,13,58.9,32.75,Delivered
DLY029463,O035663,6.84,33,62.5,47.32,Delivered
DLY029464,O039185,7.14,30,56.3,15.43,Delivered
DLY029465,O015699,2.23,14,39.5,33.23,Delivered
DLY029466,O029144,7.83,20,69.6,39.47,Delivered
DLY029467,O027656,2.93,34,73.7,22.91,Delivered
DLY029468,O019550,6.35,24,68.3,18.77,Delivered
DLY029469,O041639,4.2,18,46.4,110.68,Delivered
DLY029470,O039049,11.81,18,67.8,113.78,Delivered
DLY029471,O029504,6.83,27,58.7,53.62,Delivered
DLY029472,O028545,0.5,19,48.2,23.43,Delivered
DLY029473,O040983,6.33,21,73.5,80.92,Delivered
DLY029474,O024039,1.07,15,24.1,139.73,Delivered
DLY029475,O018459,3.31,21,0.0,0.0,Failed
DLY029476,O028326,0.5,19,42.4,24.86,Delivered
DLY029477,O039956,3.44,10,22.8,15.85,Delivered
DLY029478,O037640,10.39,7,64.0,48.2,Delivered
DLY029479,O049559,6.08,17,0.0,0.0,Failed
DLY029480,O024719,4.08,10,45.9,53.87,Delivered
DLY029481,O035189,3.86,18,39.9,51.58,Delivered
DLY029482,O048495,2.01,29,62.0,122.26,Delivered
DLY029483,O034144,2.87,22,59.6,5.8,Delivered
DLY029484,O041883,4.89,13,31.3,67.28,Delivered
DLY029485,O030385,1.94,31,41.6,42.0,Delivered
DLY029486,O034016,10.87,28,75.2,55.28,Delivered
DLY029487,O020810,2.62,25,61.5,9.68,Delivered
DLY029488,O046694,4.22,26,49.9,26.62,Delivered
DLY029489,O011851,2.7,15,46.9,25.95,Delivered
DLY029490,O008450,6.72,23,66.1,9.65,Delivered
DLY029491,O014625,0.5,27,26.2,64.33,Delivered
DLY029492,O034820,1.57,9,31.6,48.58,Delivered
DLY029493,O015543,5.8,35,68.2,32.52,Delivered
DLY029494,O002203,3.74,26,72.9,30.49,Delivered
DLY029495,O003478,3.73,28,51.7,18.69,Delivered
DLY029496,O037187,3.5,51,84.9,99.45,Delivered
DLY029497,O024672,4.12,20,63.2,7.09,Delivered
DLY029498,O008266,2.98,16,24.8,11.14,Delivered
DLY029499,O027547,2.8,42,62.8,52.95,Delivered
DLY029500,O015629,5.54,18,0.0,0.0,Failed
DLY029501,O025844,1.45,27,36.3,44.6,Delivered
DLY029502,O036863,6.46,24,73.4,57.22,Delivered
DLY029503,O012050,4.41,11,41.7,52.61,Delivered
DLY029504,O000202,4.21,23,55.8,88.31,Delivered
DLY029505,O021045,14.21,15,57.5,19.55,Delivered
DLY029506,O040324,1.97,10,22.3,55.29,Delivered
DLY029507,O000696,3.09,51,60.4,17.52,Delivered
DLY029508,O013777,3.23,36,69.6,41.88,Delivered
DLY029509,O043793,3.43,42,59.6,28.64,Delivered
DLY029510,O001429,6.21,29,82.3,66.08,Delivered
DLY029511,O016869,2.05,35,43.9,66.02,Delivered
DLY029512,O047073,1.5,33,61.4,10.27,Delivered
DLY029513,O008552,4.6,30,56.7,16.39,Delivered
DLY029514,O003734,11.51,12,64.9,5.28,Delivered
DLY029515,O041299,5.08,26,36.0,14.87,Delivered
DLY029516,O032167,5.26,14,56.8,79.03,Delivered
DLY029517,O028251,12.14,23,66.7,11.29,Delivered
DLY029518,O041291,5.44,31,74.1,11.02,Delivered
DLY029519,O014214,1.01,11,45.5,9.54,Delivered
DLY029520,O013003,1.04,37,45.7,90.31,Delivered
DLY029521,O036157,3.38,31,45.5,13.56,Delivered
DLY029522,O029840,3.05,37,44.7,69.11,Delivered
DLY029523,O031345,7.76,27,77.0,19.54,Delivered
DLY029524,O010720,9.37,30,72.6,90.2,Delivered
DLY029525,O017692,11.29,13,75.8,158.18,Delivered
DLY029526,O015265,7.27,15,73.2,11.26,Delivered
DLY029527,O035356,4.66,16,52.7,33.2,Delivered
DLY029528,O036811,1.54,20,0.0,0.0,Failed
DLY029529,O006020,4.0,28,62.8,49.92,Delivered
DLY029530,O009892,9.23,12,65.3,15.06,Delivered
DLY029531,O044591,2.94,22,49.6,66.56,Delivered
DLY029532,O018418,2.68,22,40.6,41.42,Delivered
DLY029533,O039624,0.53,32,51.3,46.8,Delivered
DLY029534,O002451,1.65,30,58.6,63.79,Delivered
DLY029535,O037758,8.48,16,63.4,27.44,Delivered
DLY029536,O001505,1.27,12,50.8,3.57,Delivered
DLY029537,O003769,2.99,38,0.0,0.0,Failed
DLY029538,O039534,1.77,34,53.2,85.74,Delivered
DLY029539,O028789,3.88,24,63.7,75.89,Delivered
DLY029540,O006991,1.34,31,48.6,32.28,Delivered
DLY029541,O043477,3.49,46,66.8,13.78,Delivered
DLY029542,O041227,2.77,22,56.2,249.86,Delivered
DLY029543,O021219,1.64,32,45.8,69.82,Delivered
DLY029544,O011805,0.67,25,34.7,19.67,Delivered
DLY029545,O022120,2.26,12,31.0,133.4,Delivered
DLY029546,O032341,3.27,20,48.9,66.93,Delivered
DLY029547,O036887,7.42,9,66.7,23.8,Delivered
DLY029548,O032718,5.41,16,53.9,35.19,Delivered
DLY029549,O032993,3.0,14,43.2,146.57,Delivered
DLY029550,O018758,8.52,6,81.6,20.84,Delivered
DLY029551,O011759,7.29,28,76.8,19.41,Delivered
DLY029552,O004130,2.72,9,23.1,98.85,Delivered
DLY029553,O017873,10.31,47,0.0,0.0,Failed
DLY029554,O011022,2.1,23,32.6,26.67,Delivered
DLY029555,O043775,6.48,30,73.2,25.19,Delivered
DLY029556,O003528,0.78,23,59.0,43.36,Delivered
DLY029557,O036569,5.78,17,53.1,37.29,Delivered
DLY029558,O000767,4.94,31,68.8,33.18,Delivered
DLY029559,O031736,11.81,15,78.9,134.83,Delivered
DLY029560,O017188,2.63,47,88.2,5.07,Delivered
DLY029561,O049849,4.3,24,58.5,50.76,Delivered
DLY029562,O037473,1.69,17,0.0,0.0,Failed
DLY029563,O031137,0.64,27,45.3,43.63,Delivered
DLY029564,O024911,2.85,26,44.8,114.03,Delivered
DLY029565,O015214,2.06,34,0.0,0.0,Failed
DLY029566,O037803,4.88,6,50.1,64.39,Delivered
DLY029567,O038247,2.76,41,51.3,61.35,Delivered
DLY029568,O006295,18.01,15,96.2,19.39,Delivered
DLY029569,O010871,6.12,19,45.3,18.0,Delivered
DLY029570,O044557,9.19,20,61.7,38.3,Delivered
DLY029571,O048854,3.38,17,47.8,8.67,Delivered
DLY029572,O023590,13.11,25,82.4,14.15,Delivered
DLY029573,O000326,5.64,22,0.0,0.0,Failed
DLY029574,O029880,1.84,44,64.2,138.37,Delivered
DLY029575,O014688,16.9,41,119.8,19.43,Delivered
DLY029576,O023192,1.13,23,34.9,144.7,Delivered
DLY029577,O007596,5.57,8,69.0,6.83,Delivered
DLY029578,O003690,1.27,13,10.6,34.78,Delivered
DLY029579,O033293,6.64,18,62.2,54.01,Delivered
DLY029580,O033555,8.27,32,86.3,116.31,Delivered
DLY029581,O017446,7.7,22,69.8,18.98,Delivered
DLY029582,O036190,3.92,38,87.2,57.01,Delivered
DLY029583,O028865,3.39,39,63.3,4.67,Delivered
DLY029584,O034620,3.45,11,24.8,32.67,Delivered
DLY029585,O033824,5.54,15,51.5,10.74,Delivered
DLY029586,O037991,5.97,14,76.8,6.43,Delivered
DLY029587,O011187,10.54,39,80.3,57.68,Delivered
DLY029588,O000042,5.86,25,57.9,69.63,Delivered
DLY029589,O005832,8.67,6,53.3,19.84,Delivered
DLY029590,O022215,3.45,28,51.0,57.2,Delivered
DLY029591,O024679,3.57,24,54.9,22.32,Delivered
DLY029592,O010159,5.52,32,78.4,34.15,Delivered
DLY029593,O044125,3.45,30,54.0,13.27,Delivered
DLY029594,O005109,1.44,10,0.0,0.0,Failed
DLY029595,O019598,4.91,14,0.0,0.0,Failed
DLY029596,O041261,2.23,21,41.5,5.23,Delivered
DLY029597,O043585,0.7,17,25.1,115.45,Delivered
DLY029598,O006596,2.23,34,52.9,79.18,Delivered
DLY029599,O042969,7.31,32,82.6,161.74,Delivered
DLY029600,O026275,7.34,15,51.5,131.13,Delivered
DLY029601,O008230,4.01,13,0.0,0.0,Failed
DLY029602,O020250,2.58,29,41.7,17.72,Delivered
DLY029603,O034677,3.88,34,46.3,87.2,Delivered
DLY029604,O027831,6.7,9,42.9,48.3,Delivered
DLY029605,O019308,3.16,13,52.7,28.74,Delivered
DLY029606,O011613,2.18,38,63.0,37.35,Delivered
DLY029607,O045314,1.37,16,48.8,74.06,Delivered
DLY029608,O041931,7.02,22,73.8,118.61,Delivered
DLY029609,O029145,4.95,15,60.2,154.26,Delivered
DLY029610,O019344,2.85,19,33.9,27.43,Delivered
DLY029611,O045854,12.28,32,83.1,49.36,Delivered
DLY029612,O023689,1.79,22,52.4,48.89,Delivered
DLY029613,O025318,6.24,35,71.7,83.62,Delivered
DLY029614,O046671,0.5,31,59.2,63.59,Delivered
DLY029615,O027582,1.27,29,39.9,19.61,Delivered
DLY029616,O044378,3.56,33,60.2,60.65,Delivered
DLY029617,O021321,3.39,21,0.0,0.0,Failed
DLY029618,O040569,6.05,6,38.8,19.39,Delivered
DLY029619,O009761,10.66,29,90.2,20.91,Delivered
DLY029620,O030319,0.5,20,49.6,23.82,Delivered
DLY029621,O026577,0.94,15,31.7,46.72,Delivered
DLY029622,O011234,4.35,44,86.1,66.66,Delivered
DLY029623,O023231,1.87,7,35.6,24.49,Delivered
DLY029624,O049974,2.72,23,27.2,47.21,Delivered
DLY029625,O018930,4.05,28,0.0,0.0,Failed
DLY029626,O019113,6.07,41,96.0,60.18,Delivered
DLY029627,O042836,5.75,48,74.1,47.62,Delivered
DLY029628,O014329,1.04,31,61.0,44.63,Delivered
DLY029629,O016486,1.02,14,46.1,75.89,Delivered
DLY029630,O037601,12.63,29,88.4,13.72,Delivered
DLY029631,O011996,1.8,28,57.5,41.09,Delivered
DLY029632,O047538,7.72,24,50.0,172.72,Delivered
DLY029633,O022769,1.14,24,25.7,64.88,Delivered
DLY029634,O016914,1.99,26,37.0,40.7,Delivered
DLY029635,O036460,2.28,13,22.4,24.22,Delivered
DLY029636,O008415,10.19,18,74.6,5.93,Delivered
DLY029637,O010020,5.57,17,44.2,48.59,Delivered
DLY029638,O049171,8.19,35,80.3,69.06,Delivered
DLY029639,O019210,4.69,43,76.2,193.65,Delivered
DLY029640,O014372,3.97,50,62.5,16.79,Delivered
DLY029641,O040872,2.9,31,75.8,92.9,Delivered
DLY029642,O037457,8.73,18,67.8,31.64,Delivered
DLY029643,O011676,2.39,24,55.1,68.93,Delivered
DLY029644,O022297,2.24,26,36.7,32.03,Delivered
DLY029645,O049429,6.65,37,60.6,45.17,Delivered
DLY029646,O018328,0.5,11,48.3,69.94,Delivered
DLY029647,O010574,3.93,28,39.6,88.23,Delivered
DLY029648,O002721,5.74,43,84.5,55.78,Delivered
DLY029649,O031046,4.14,14,0.0,0.0,Failed
DLY029650,O010163,7.15,21,75.6,143.4,Delivered
DLY029651,O005956,2.93,11,28.2,38.64,Delivered
DLY029652,O012913,4.43,29,47.7,40.73,Delivered
DLY029653,O018564,2.8,27,66.7,144.0,Delivered
DLY029654,O011729,2.09,16,45.0,32.54,Delivered
DLY029655,O035959,10.81,14,70.3,46.0,Delivered
DLY029656,O031732,4.12,22,35.3,25.58,Delivered
DLY029657,O016190,14.22,6,79.5,24.66,Delivered
DLY029658,O043996,3.53,30,79.4,211.13,Delivered
DLY029659,O031781,1.25,19,55.6,7.31,Delivered
DLY029660,O043399,6.39,24,52.9,25.64,Delivered
DLY029661,O043531,1.84,38,75.5,64.14,Delivered
DLY029662,O019613,8.95,22,0.0,0.0,Failed
DLY029663,O027856,8.25,23,80.4,17.71,Delivered
DLY029664,O033589,0.92,15,39.2,150.86,Delivered
DLY029665,O032640,2.57,22,44.0,65.04,Delivered
DLY029666,O024624,5.68,10,37.9,24.16,Delivered
DLY029667,O044626,7.61,24,63.6,50.15,Delivered
DLY029668,O031053,2.6,18,42.7,47.33,Delivered
DLY029669,O036832,6.48,15,44.7,51.68,Delivered
DLY029670,O037515,5.91,12,64.2,56.26,Delivered
DLY029671,O031683,8.55,26,56.6,87.96,Delivered
DLY029672,O006085,4.79,18,43.9,33.36,Delivered
DLY029673,O015764,2.34,38,50.6,20.95,Delivered
DLY029674,O035966,3.47,15,56.6,67.44,Delivered
DLY029675,O011717,3.44,30,58.5,66.3,Delivered
DLY029676,O039630,11.41,24,79.5,26.79,Delivered
DLY029677,O006953,5.39,21,42.8,58.3,Delivered
DLY029678,O047323,2.75,21,32.8,8.96,Delivered
DLY029679,O017252,2.98,28,38.2,27.91,Delivered
DLY029680,O018832,5.31,12,54.9,111.4,Delivered
DLY029681,O043659,17.88,31,109.9,9.35,Delivered
DLY029682,O034894,1.71,19,52.5,39.14,Delivered
DLY029683,O009691,3.16,27,63.3,104.09,Delivered
DLY029684,O029359,5.57,16,46.3,86.19,Delivered
DLY029685,O027247,3.88,18,66.9,71.79,Delivered
DLY029686,O037918,1.13,21,42.5,5.66,Delivered
DLY029687,O020805,2.42,20,55.8,31.64,Delivered
DLY029688,O019118,5.13,11,62.2,17.96,Delivered
DLY029689,O044534,1.09,28,51.5,72.43,Delivered
DLY029690,O002845,1.98,18,49.5,243.39,Delivered
DLY029691,O047567,6.58,38,80.9,16.21,Delivered
DLY029692,O013044,4.43,38,70.2,29.63,Delivered
DLY029693,O036140,10.09,23,67.3,22.42,Delivered
DLY029694,O036476,1.75,37,61.7,34.81,Delivered
DLY029695,O048974,3.49,20,59.5,38.89,Delivered
DLY029696,O044546,6.76,18,59.4,29.42,Delivered
DLY029697,O035950,9.62,41,91.3,35.84,Delivered
DLY029698,O049668,3.35,16,35.4,27.83,Delivered
DLY029699,O034455,0.73,20,41.6,18.05,Delivered
DLY029700,O011541,4.08,32,55.0,15.9,Delivered
DLY029701,O011521,4.54,7,25.2,82.97,Delivered
DLY029702,O048186,2.89,32,67.5,46.21,Delivered
DLY029703,O024393,3.88,24,63.7,9.46,Delivered
DLY029704,O042032,0.92,16,29.1,19.59,Delivered
DLY029705,O019904,1.49,25,55.6,34.0,Delivered
DLY029706,O000830,6.62,16,71.8,24.12,Delivered
DLY029707,O028565,7.55,17,45.0,29.41,Delivered
DLY029708,O007809,5.53,27,51.8,32.41,Delivered
DLY029709,O020926,0.5,7,15.0,68.79,Delivered
DLY029710,O018365,7.27,30,55.8,35.04,Delivered
DLY029711,O021038,6.54,11,61.4,41.54,Delivered
DLY029712,O000186,2.75,28,54.1,34.98,Delivered
DLY029713,O021281,5.18,14,49.7,5.86,Delivered
DLY029714,O049906,1.56,18,26.6,10.83,Delivered
DLY029715,O005547,4.85,43,67.6,33.07,Delivered
DLY029716,O019563,12.95,21,66.1,35.08,Delivered
DLY029717,O026077,2.35,20,48.7,26.02,Delivered
DLY029718,O023391,4.41,16,32.2,74.76,Delivered
DLY029719,O024738,4.54,23,65.0,4.4,Delivered
DLY029720,O021562,3.98,18,35.3,35.99,Delivered
DLY029721,O022677,6.53,11,52.1,17.26,Delivered
DLY029722,O024009,3.75,6,45.4,19.09,Delivered
DLY029723,O028599,4.64,25,55.5,25.15,Delivered
DLY029724,O022756,3.2,17,48.5,32.07,Delivered
DLY029725,O004575,1.98,30,64.6,118.46,Delivered
DLY029726,O043317,1.39,19,57.1,36.71,Delivered
DLY029727,O014492,8.21,9,49.4,20.83,Delivered
DLY029728,O048934,0.5,36,41.9,15.56,Delivered
DLY029729,O014534,3.99,11,36.9,20.07,Delivered
DLY029730,O039713,1.23,28,65.3,43.12,Delivered
DLY029731,O003961,4.07,12,40.5,8.62,Delivered
DLY029732,O033050,3.48,32,77.2,11.19,Delivered
DLY029733,O029622,3.62,34,51.6,41.57,Delivered
DLY029734,O031020,5.0,17,63.5,19.85,Delivered
DLY029735,O035718,7.32,32,52.9,14.74,Delivered
DLY029736,O035373,7.13,28,61.2,45.93,Delivered
DLY029737,O020963,1.56,20,24.2,111.9,Delivered
DLY029738,O024084,4.47,22,69.1,18.55,Delivered
DLY029739,O020906,2.77,21,59.8,43.06,Delivered
DLY029740,O011622,1.32,20,36.1,50.91,Delivered
DLY029741,O037726,7.42,9,31.2,27.2,Delivered
DLY029742,O049927,2.68,28,48.4,76.07,Delivered
DLY029743,O013142,4.1,19,43.3,33.49,Delivered
DLY029744,O028430,2.5,34,65.9,26.04,Delivered
DLY029745,O012190,5.09,15,63.8,72.28,Delivered
DLY029746,O010393,1.91,25,66.2,38.35,Delivered
DLY029747,O037143,14.83,24,99.4,74.43,Delivered
DLY029748,O012057,4.08,23,47.2,129.21,Delivered
DLY029749,O026687,4.39,41,84.4,87.2,Delivered
DLY029750,O044115,5.18,37,65.2,41.86,Delivered
DLY029751,O000394,1.0,36,66.6,78.78,Delivered
DLY029752,O022149,5.26,15,55.1,32.61,Delivered
DLY029753,O042096,4.46,25,0.0,0.0,Failed
DLY029754,O047294,4.82,21,46.3,86.58,Delivered
DLY029755,O049880,6.05,21,40.7,38.15,Delivered
DLY029756,O038555,3.54,25,59.9,239.0,Delivered
DLY029757,O027183,10.07,26,0.0,0.0,Failed
DLY029758,O000868,3.25,34,45.6,61.36,Delivered
DLY029759,O024835,2.98,22,0.0,0.0,Failed
DLY029760,O011145,3.42,19,38.6,15.06,Delivered
DLY029761,O000434,11.45,15,55.8,25.24,Delivered
DLY029762,O044120,3.81,42,79.5,112.77,Delivered
DLY029763,O047668,2.2,24,41.7,26.29,Delivered
DLY029764,O027867,5.77,21,82.9,24.13,Delivered
DLY029765,O016738,5.5,22,61.5,31.2,Delivered
DLY029766,O014690,1.24,31,46.7,7.29,Delivered
DLY029767,O008366,4.52,23,51.5,62.18,Delivered
DLY029768,O040957,4.51,17,45.3,142.89,Delivered
DLY029769,O000605,5.93,26,54.4,35.32,Delivered
DLY029770,O014049,2.6,20,0.0,0.0,Failed
DLY029771,O043722,4.67,28,67.8,23.26,Delivered
DLY029772,O002775,1.74,22,42.8,47.29,Delivered
DLY029773,O037950,3.66,25,55.0,84.15,Delivered
DLY029774,O005030,5.49,17,35.6,12.3,Delivered
DLY029775,O037021,0.5,8,28.6,13.35,Delivered
DLY029776,O042869,4.92,18,37.5,95.56,Delivered
DLY029777,O031398,6.11,20,62.2,67.56,Delivered
DLY029778,O025707,2.7,24,36.4,36.16,Delivered
DLY029779,O009681,4.26,15,39.3,138.86,Delivered
DLY029780,O021338,5.77,21,57.7,9.85,Delivered
DLY029781,O047930,1.63,12,27.8,9.48,Delivered
DLY029782,O003572,4.26,17,50.0,19.9,Delivered
DLY029783,O008453,3.09,10,34.1,75.61,Delivered
DLY029784,O024639,2.25,25,30.0,42.31,Delivered
DLY029785,O023055,7.5,31,66.5,57.89,Delivered
DLY029786,O019919,3.47,8,33.9,56.96,Delivered
DLY029787,O018209,4.72,22,0.0,0.0,Failed
DLY029788,O047900,3.85,18,32.0,36.83,Delivered
DLY029789,O009990,4.64,17,28.7,90.54,Delivered
DLY029790,O036234,5.76,20,61.2,46.64,Delivered
DLY029791,O040086,2.16,16,28.0,26.23,Delivered
DLY029792,O043600,3.62,21,60.4,31.26,Delivered
DLY029793,O032304,7.05,22,79.0,48.86,Delivered
DLY029794,O018501,3.94,13,33.3,96.63,Delivered
DLY029795,O017424,4.65,23,44.2,11.95,Delivered
DLY029796,O028527,4.92,14,46.2,64.32,Delivered
DLY029797,O046589,8.77,15,0.0,0.0,Failed
DLY029798,O030164,2.23,32,75.5,184.02,Delivered
DLY029799,O038435,10.63,28,73.8,21.67,Delivered
DLY029800,O006186,2.5,48,70.8,24.16,Delivered
DLY029801,O029155,1.98,39,76.1,48.85,Delivered
DLY029802,O018042,3.07,12,30.6,28.73,Delivered
DLY029803,O047827,11.88,25,91.2,96.56,Delivered
DLY029804,O021716,3.93,29,60.2,21.33,Delivered
DLY029805,O025832,13.99,42,114.0,40.75,Delivered
DLY029806,O036663,6.82,37,73.1,48.28,Delivered
DLY029807,O003860,2.87,32,57.7,29.56,Delivered
DLY029808,O015413,4.45,34,55.2,2.82,Delivered
DLY029809,O003959,0.79,21,28.4,13.05,Delivered
DLY029810,O020320,5.4,19,57.8,91.28,Delivered
DLY029811,O010283,0.6,17,21.3,69.85,Delivered
DLY029812,O024867,6.1,40,0.0,0.0,Failed
DLY029813,O030148,1.01,39,52.7,58.67,Delivered
DLY029814,O039243,0.93,28,43.2,46.64,Delivered
DLY029815,O000541,2.5,38,50.0,11.2,Delivered
DLY029816,O033774,9.22,23,0.0,0.0,Failed
DLY029817,O001750,1.09,22,42.9,12.72,Delivered
DLY029818,O025166,3.77,38,74.0,91.39,Delivered
DLY029819,O036195,8.9,18,65.9,50.54,Delivered
DLY029820,O045673,1.0,10,27.9,74.18,Delivered
DLY029821,O007484,4.55,30,61.8,40.18,Delivered
DLY029822,O044575,8.78,21,74.9,52.37,Delivered
DLY029823,O026136,2.79,23,49.1,12.49,Delivered
DLY029824,O010842,3.37,18,0.0,0.0,Failed
DLY029825,O042445,2.74,21,45.2,45.4,Delivered
DLY029826,O006665,2.38,35,47.5,21.28,Delivered
DLY029827,O013135,3.68,24,65.5,30.18,Delivered
DLY029828,O048540,5.19,25,43.5,120.73,Delivered
DLY029829,O010302,3.75,18,31.0,53.21,Delivered
DLY029830,O037303,2.66,25,32.8,35.53,Delivered
DLY029831,O038582,2.21,28,55.7,95.1,Delivered
DLY029832,O017172,4.57,24,55.4,113.99,Delivered
DLY029833,O041273,2.01,24,33.0,21.13,Delivered
DLY029834,O002314,3.09,17,32.4,66.77,Delivered
DLY029835,O022308,4.65,12,39.9,50.38,Delivered
DLY029836,O032559,2.12,32,46.4,69.57,Delivered
DLY029837,O016266,1.11,32,60.2,56.69,Delivered
DLY029838,O000976,5.7,25,50.8,80.35,Delivered
DLY029839,O023360,3.35,15,41.1,52.26,Delivered
DLY029840,O030753,2.71,21,64.4,37.57,Delivered
DLY029841,O014901,2.89,46,67.9,22.45,Delivered
DLY029842,O012954,0.5,15,16.7,22.57,Delivered
DLY029843,O044185,6.51,20,57.4,81.0,Delivered
DLY029844,O022411,3.15,24,43.8,18.05,Delivered
DLY029845,O005120,4.42,20,35.4,33.05,Delivered
DLY029846,O007819,0.78,22,40.8,47.58,Delivered
DLY029847,O018141,14.35,37,108.3,16.22,Delivered
DLY029848,O040312,12.57,29,96.6,52.82,Delivered
DLY029849,O018009,4.75,14,29.5,53.96,Delivered
DLY029850,O034739,1.13,18,20.5,22.32,Delivered
DLY029851,O015347,3.86,22,47.0,55.96,Delivered
DLY029852,O004949,9.88,18,62.5,8.75,Delivered
DLY029853,O041069,6.29,22,55.8,48.46,Delivered
DLY029854,O002633,3.67,25,36.7,29.91,Delivered
DLY029855,O000361,8.76,24,79.8,32.13,Delivered
DLY029856,O030540,4.06,47,85.5,71.73,Delivered
DLY029857,O029917,6.46,25,69.2,26.56,Delivered
DLY029858,O036916,3.42,47,74.1,45.9,Delivered
DLY029859,O019229,6.72,49,69.5,18.11,Delivered
DLY029860,O020127,5.25,13,29.1,63.98,Delivered
DLY029861,O049574,7.93,21,55.5,74.54,Delivered
DLY029862,O008551,7.73,22,44.8,31.29,Delivered
DLY029863,O015794,6.51,12,41.3,32.57,Delivered
DLY029864,O031306,1.26,35,65.8,4.3,Delivered
DLY029865,O020416,1.55,18,52.7,79.32,Delivered
DLY029866,O038350,4.23,32,79.4,120.58,Delivered
DLY029867,O017526,7.15,14,40.5,40.5,Delivered
DLY029868,O041984,2.98,14,19.2,91.66,Delivered
DLY029869,O042379,4.08,20,53.0,46.75,Delivered
DLY029870,O039562,0.5,12,18.2,35.49,Delivered
DLY029871,O007040,5.99,29,73.3,27.45,Delivered
DLY029872,O017112,5.73,23,62.7,26.41,Delivered
DLY029873,O009374,1.37,16,41.0,49.79,Delivered
DLY029874,O033680,0.5,28,49.1,78.96,Delivered
DLY029875,O047804,0.9,30,0.0,0.0,Failed
DLY029876,O003897,6.7,27,68.8,12.59,Delivered
DLY029877,O028029,9.98,9,43.9,8.21,Delivered
DLY029878,O005910,8.03,28,81.8,13.26,Delivered
DLY029879,O015627,9.26,27,76.4,7.41,Delivered
DLY029880,O020382,8.99,23,73.1,90.58,Delivered
DLY029881,O000124,3.35,9,38.9,40.05,Delivered
DLY029882,O017790,4.46,39,81.0,90.38,Delivered
DLY029883,O041737,4.06,29,72.4,26.77,Delivered
DLY029884,O044863,5.75,9,0.0,0.0,Failed
DLY029885,O016771,0.67,20,46.8,11.77,Delivered
DLY029886,O031442,3.41,23,43.9,38.44,Delivered
DLY029887,O027009,0.5,13,31.3,13.85,Delivered
DLY029888,O021095,12.48,28,91.6,58.49,Delivered
DLY029889,O043165,3.14,21,0.0,0.0,Failed
DLY029890,O014461,0.53,21,40.0,20.88,Delivered
DLY029891,O010495,3.55,30,62.5,23.28,Delivered
DLY029892,O011856,1.89,14,15.6,9.82,Delivered
DLY029893,O046255,6.32,22,60.9,47.26,Delivered
DLY029894,O006097,3.64,18,23.7,97.36,Delivered
DLY029895,O001769,2.94,19,54.1,23.67,Delivered
DLY029896,O032345,0.5,27,48.9,30.01,Delivered
DLY029897,O010220,6.41,13,60.9,33.68,Delivered
DLY029898,O037930,4.25,27,67.0,46.72,Delivered
DLY029899,O038285,5.58,25,76.3,45.89,Delivered
DLY029900,O047070,0.53,35,36.8,68.03,Delivered
DLY029901,O001453,1.55,20,26.9,78.7,Delivered
DLY029902,O048295,1.72,20,28.5,12.12,Delivered
DLY029903,O043572,2.83,10,43.3,14.0,Delivered
DLY029904,O027872,5.11,11,44.8,19.83,Delivered
DLY029905,O021284,4.11,20,60.7,125.78,Delivered
DLY029906,O009943,9.92,25,65.2,84.04,Delivered
DLY029907,O040651,7.74,17,62.0,184.51,Delivered
DLY029908,O009093,2.41,30,71.0,22.6,Delivered
DLY029909,O045833,2.85,19,57.6,20.73,Delivered
DLY029910,O048164,12.9,20,84.9,100.94,Delivered
DLY029911,O011962,1.29,26,0.0,0.0,Failed
DLY029912,O002807,6.29,21,53.0,28.57,Delivered
DLY029913,O002682,6.37,15,78.3,33.8,Delivered
DLY029914,O012928,7.57,45,94.3,132.83,Delivered
DLY029915,O023359,7.82,28,82.2,177.13,Delivered
DLY029916,O048833,2.46,12,0.0,0.0,Failed
DLY029917,O034343,2.62,30,47.8,69.98,Delivered
DLY029918,O027103,1.16,16,28.1,5.45,Delivered
DLY029919,O039850,7.65,18,57.8,8.48,Delivered
DLY029920,O003315,2.15,42,47.8,33.0,Delivered
DLY029921,O023718,3.53,36,0.0,0.0,Failed
